"","DT_YEAR_COLLISION","DT_MONTH_COLLISION","DT_TIME","YEAR_MONTH_DAY","YEAR_MONTH_DAY_HOUR","TIME_DT","CD_NIS","TX_RGN_COLLISION_NL","TX_PROV_COLLISION_NL","TX_MUNTY_COLLISION_NL","LAT_WGS84","LONG_WGS84","TX_CROSSWAY_NL","TX_WEATHER_NL","TX_ROAD_CONDITION_NL","TX_BUILD_UP_AREA_NL","TX_LIGHT_CONDITION_NL","CD_ROAD_TYPE_NL","TX_CLASS_ACCIDENTS_NL","TX_ROAD_USR_TYPE1_NL","TX_ROAD_USR_TYPE2_NL","TX_COLLISION_TYPE_NL","TX_OBSTACLES_NL","HOUR"
"336","2018","07","11",2018-07-01,2018-07-01 11:00:00,2023-12-12 11:00:00,"23033","Vlaams Gewest","Provincie Vlaams-Brabant","Hoeilaart",50.768269472,4.44328989100006,"Op Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Gewestweg","Met doden","Motorfiets","Lichte vrachtauto","Tussen 2 bestuurders: Langs achteren","Geen hindernis","11"
"337","2018","10","18",2018-10-01,2018-10-01 18:00:00,2023-12-12 18:00:00,"23033","Vlaams Gewest","Provincie Vlaams-Brabant","Hoeilaart",50.7672465200001,4.44433048000008,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dageraad - schemering","Gewestweg","Met doden","Motorfiets","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Verlichtingspaal","18"
"338","2018","07","14",2018-07-01,2018-07-01 14:00:00,2023-12-12 14:00:00,"36015","Vlaams Gewest","Provincie West-Vlaanderen","Roeselare",50.92164476,3.14838618300007,"Op Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Gewestweg","Met doden","personenauto","Fiets","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","14"
"339","2020","07","15",2020-07-01,2020-07-01 15:00:00,2023-12-12 15:00:00,"36015","Vlaams Gewest","Provincie West-Vlaanderen","Roeselare",50.92164476,3.14838618300007,"Op Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Gewestweg","Met doden","personenauto","Fiets","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","15"
"340","2018","08","02",2018-08-01,2018-08-01 02:00:00,2023-12-12 02:00:00,"92094","Waals Gewest","Provincie Namen","Namen",50.5195186280001,4.88390819200004,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Autosnelweg","Met doden","Vrachtwagen","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Vangrails niet overgestoken","02"
"341","2020","06","19",2020-06-01,2020-06-01 19:00:00,2023-12-12 19:00:00,"92094","Waals Gewest","Provincie Namen","Namen",50.520529938,4.87833826800005,"Buiten Kruispunt","Regenval","Nat, plassen","buiten bebouwde kom","Dag","Autosnelweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Vangrails niet overgestoken","19"
"342","2018","08","15",2018-08-01,2018-08-01 15:00:00,2023-12-12 15:00:00,"62032","Waals Gewest","Provincie Luik","Esneux",50.5496445000001,5.58936171800002,"Buiten Kruispunt","Normaal","Droog+Proper","binnen bebouwde kom","Dag","Gewestweg","Met doden","onbekend","onbekend","Andere of onbekend","Geen vermelding van de aanwezigheid van een hindernis","15"
"343","2019","05","15",2019-05-01,2019-05-01 15:00:00,2023-12-12 15:00:00,"62032","Waals Gewest","Provincie Luik","Esneux",50.5455716230001,5.59140598000005,"Buiten Kruispunt","Normaal","Proper","buiten bebouwde kom","Dag","Gewestweg","dodelijk gewonden","Lichte vrachtauto","personenauto","Tussen 2 bestuurders: Frontale botsing","Geen hindernis","15"
"344","2018","08","02",2018-08-01,2018-08-01 02:00:00,2023-12-12 02:00:00,"51004","Waals Gewest","Provincie Henegouwen","Aat",50.602103377,3.74231559800006,"Buiten Kruispunt","Normaal","Droog+Proper","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Boom","02"
"345","2019","07","03",2019-07-01,2019-07-01 03:00:00,2023-12-12 03:00:00,"51004","Waals Gewest","Provincie Henegouwen","Aat",50.6038647940001,3.74349506100003,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Boom","03"
"346","2022","06","17",2022-06-01,2022-06-01 17:00:00,2023-12-12 17:00:00,"51004","Waals Gewest","Provincie Henegouwen","Aat",50.6048485630001,3.74409662900007,"Buiten Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Dag","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Boom","17"
"347","2018","08","21",2018-08-01,2018-08-01 21:00:00,2023-12-12 21:00:00,"11052","Vlaams Gewest","Provincie Antwerpen","Wommelgem",51.2122287020001,4.49729946500003,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gemeenteweg","Met doden","Lichte vrachtauto","Voetganger","Met een voetganger","Geen hindernis","21"
"348","2018","12","07",2018-12-01,2018-12-01 07:00:00,2023-12-12 07:00:00,"11052","Vlaams Gewest","Provincie Antwerpen","Wommelgem",51.2112050790001,4.50335739400003,"Buiten Kruispunt","Normaal","Nat, plassen","binnen bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gemeenteweg","dodelijk gewonden","personenauto","Vrachtwagen","Tussen 2 bestuurders: Frontale botsing","Geen hindernis","07"
"349","2018","08","15",2018-08-01,2018-08-01 15:00:00,2023-12-12 15:00:00,"11040","Vlaams Gewest","Provincie Antwerpen","Schoten",51.259226131,4.48276906700005,"Buiten Kruispunt","Normaal","Droog+Proper","buiten bebouwde kom","Dag","Gemeenteweg","Met doden","Lichte vrachtauto","personenauto","Tussen 2 bestuurders: Frontale botsing","Geen hindernis","15"
"350","2021","02","08",2021-02-01,2021-02-01 08:00:00,2023-12-12 08:00:00,"11040","Vlaams Gewest","Provincie Antwerpen","Schoten",51.2573764890001,4.48607381400006,"Op Kruispunt","Normaal","Droog+Proper","binnen bebouwde kom","Dag","Gemeenteweg","Met doden","Fiets","Lichte vrachtauto","Tussen 2 bestuurders: Flank tegen flank","Geen hindernis","08"
"351","2018","08","20",2018-08-01,2018-08-01 20:00:00,2023-12-12 20:00:00,"31005","Vlaams Gewest","Provincie West-Vlaanderen","Brugge",51.222876533,3.23282016900004,"Buiten Kruispunt","Mist (zichtbaarheid minder dan 100m)","Droog","binnen bebouwde kom","Dag","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Andere hindernis","20"
"352","2019","03","23",2019-03-01,2019-03-01 23:00:00,2023-12-12 23:00:00,"31005","Vlaams Gewest","Provincie West-Vlaanderen","Brugge",51.222168459,3.23381236900002,"Buiten Kruispunt","Regenval","Nat, plassen","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Verkeerseiland, middenberm","23"
"353","2021","07","13",2021-07-01,2021-07-01 13:00:00,2023-12-12 13:00:00,"31005","Vlaams Gewest","Provincie West-Vlaanderen","Brugge",51.2238150860001,3.22717341600003,"Op Kruispunt","Normaal","Droog","binnen bebouwde kom","Dag","Gewestweg","Met doden","Vrachtwagen","Fiets","Tussen 2 bestuurders: Flank tegen flank","Geen hindernis","13"
"354","2022","11","08",2022-11-01,2022-11-01 08:00:00,2023-12-12 08:00:00,"31005","Vlaams Gewest","Provincie West-Vlaanderen","Brugge",51.2233183700001,3.22720053100005,"Op Kruispunt","Normaal","Droog","binnen bebouwde kom","Dag","Gewestweg","dodelijk gewonden","personenauto","Bromfiets","Tussen 2 bestuurders: Frontale botsing","Geen hindernis","08"
"355","2018","08","23",2018-08-01,2018-08-01 23:00:00,2023-12-12 23:00:00,"31012","Vlaams Gewest","Provincie West-Vlaanderen","Jabbeke",51.17823666,3.12363172800002,"Op Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","Voetganger","Met een voetganger","Geen hindernis","23"
"356","2022","04","08",2022-04-01,2022-04-01 08:00:00,2023-12-12 08:00:00,"31012","Vlaams Gewest","Provincie West-Vlaanderen","Jabbeke",51.1773985990001,3.12605850700004,"Buiten Kruispunt","Sneeuwval","Nat, plassen","buiten bebouwde kom","Dag","Gewestweg","Met doden","personenauto","personenauto","Tussen 2 bestuurders: Langs achteren","Geen hindernis","08"
"357","2018","09","07",2018-09-01,2018-09-01 07:00:00,2023-12-12 07:00:00,"12041","Vlaams Gewest","Provincie Antwerpen","Puurs-Sint-Amands",51.0331107170001,4.32596219200002,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Autosnelweg","Met doden","Lichte vrachtauto","Vrachtwagen","Tussen 2 bestuurders: Langs achteren","Geen hindernis","07"
"358","2022","07","10",2022-07-01,2022-07-01 10:00:00,2023-12-12 10:00:00,"12041","Vlaams Gewest","Provincie Antwerpen","Puurs-Sint-Amands",51.035712145,4.32726535300003,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Autosnelweg","Met doden","Motorfiets","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Vangrails overschreden","10"
"359","2018","09","23",2018-09-01,2018-09-01 23:00:00,2023-12-12 23:00:00,"35011","Vlaams Gewest","Provincie West-Vlaanderen","Middelkerke",51.1357669550001,2.82264456300004,"Buiten Kruispunt","Normaal","Droog+Proper","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Autosnelweg","Met doden","Voetganger","personenauto","Met een voetganger","Geen hindernis","23"
"360","2021","01","12",2021-01-01,2021-01-01 12:00:00,2023-12-12 12:00:00,"35011","Vlaams Gewest","Provincie West-Vlaanderen","Middelkerke",51.136975464,2.82479509200004,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Gemeenteweg","Met doden","Bromfiets","één bestuurder, geen hindernis","Eén bestuurder, geen hindernis (incl. val)","Geen hindernis","12"
"361","2018","09","21",2018-09-01,2018-09-01 21:00:00,2023-12-12 21:00:00,"93088","Waals Gewest","Provincie Namen","Walcourt",50.2476950880001,4.51126260900003,"Buiten Kruispunt","Regenval","Nat, plassen","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","personenauto","Tussen 2 bestuurders: Langs achteren","Geen hindernis","21"
"362","2021","10","13",2021-10-01,2021-10-01 13:00:00,2023-12-12 13:00:00,"93088","Waals Gewest","Provincie Namen","Walcourt",50.249473091,4.51074589600006,"Buiten Kruispunt","Normaal","Proper","buiten bebouwde kom","Dag","Gewestweg","Met doden","personenauto","Vrachtwagen","Tussen 2 bestuurders: Langs achteren","Geen hindernis","13"
"363","2022","04","16",2022-04-01,2022-04-01 16:00:00,2023-12-12 16:00:00,"93088","Waals Gewest","Provincie Namen","Walcourt",50.247728459,4.51124898700005,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Gewestweg","dodelijk gewonden","personenauto","personenauto","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","16"
"364","2018","09","17",2018-09-01,2018-09-01 17:00:00,2023-12-12 17:00:00,"81001","Waals Gewest","Provincie Luxemburg","Aarlen",49.6904158070001,5.73168845000004,"Buiten Kruispunt","Normaal","Droog+Proper","buiten bebouwde kom","Dag","Autosnelweg","Met doden","Vrachtwagen","Vrachtwagen","Tussen 2 bestuurders: Langs achteren","Geen hindernis","17"
"365","2018","10","07",2018-10-01,2018-10-01 07:00:00,2023-12-12 07:00:00,"81001","Waals Gewest","Provincie Luxemburg","Aarlen",49.690815431,5.72898259700003,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Autosnelweg","Met doden","Lichte vrachtauto","Vrachtwagen","Tussen 2 bestuurders: Langs achteren","Geen hindernis","07"
"366","2018","09","11",2018-09-01,2018-09-01 11:00:00,2023-12-12 11:00:00,"85045","Waals Gewest","Provincie Luxemburg","Virton",49.6183340050001,5.53641992800004,"Buiten Kruispunt","Normaal","Proper","buiten bebouwde kom","Dag","Gewestweg","Met doden","personenauto","personenauto","Tussen 2 bestuurders: Langs achteren","Geen hindernis","11"
"367","2019","12","01",2019-12-01,2019-12-01 01:00:00,2023-12-12 01:00:00,"85045","Waals Gewest","Provincie Luxemburg","Virton",49.617718245,5.53544128000004,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Gewestweg","Met doden","personenauto","Vrachtwagen","Tussen 2 bestuurders: Frontale botsing","Geen hindernis","01"
"368","2018","09","06",2018-09-01,2018-09-01 06:00:00,2023-12-12 06:00:00,"92097","Waals Gewest","Provincie Namen","Ohey",50.435112362,5.12402751000008,"Buiten Kruispunt","Normaal","Proper","binnen bebouwde kom","Nacht, geen openbare verlichting aanwezig","Gewestweg","dodelijk gewonden","personenauto","personenauto","Tussen 2 bestuurders: Frontale botsing","Geen hindernis","06"
"369","2020","12","17",2020-12-01,2020-12-01 17:00:00,2023-12-12 17:00:00,"92097","Waals Gewest","Provincie Namen","Ohey",50.438505966,5.12225186200004,"Buiten Kruispunt","Normaal","Proper","binnen bebouwde kom","Nacht, openb. verlicht. aanw., maar niet ontstoken","Gewestweg","Met doden","personenauto","Voetganger","Met een voetganger","Geen hindernis","17"
"370","2018","09","17",2018-09-01,2018-09-01 17:00:00,2023-12-12 17:00:00,"51004","Waals Gewest","Provincie Henegouwen","Aat",50.5749376970001,3.71035238100006,"Buiten Kruispunt","Regenval","Nat, plassen","buiten bebouwde kom","Dag","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Boom","17"
"371","2019","01","14",2019-01-01,2019-01-01 14:00:00,2023-12-12 14:00:00,"51004","Waals Gewest","Provincie Henegouwen","Aat",50.5726990860001,3.70558623500005,"Buiten Kruispunt","Regenval","Nat, plassen","buiten bebouwde kom","Dag","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Boom","14"
"372","2018","09","02",2018-09-01,2018-09-01 02:00:00,2023-12-12 02:00:00,"13025","Vlaams Gewest","Provincie Antwerpen","Mol",51.1854679800001,5.11741621000004,"Op Kruispunt","Normaal","Proper","binnen bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","dodelijk gewonden","Bromfiets","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Andere paal","02"
"373","2019","05","05",2019-05-01,2019-05-01 05:00:00,2023-12-12 05:00:00,"13025","Vlaams Gewest","Provincie Antwerpen","Mol",51.183927387,5.11534001100006,"Op Kruispunt","Normaal","Droog","binnen bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Muur gebouw","05"
"374","2022","03","16",2022-03-01,2022-03-01 16:00:00,2023-12-12 16:00:00,"13025","Vlaams Gewest","Provincie Antwerpen","Mol",51.187786095,5.12027274300004,"Op Kruispunt","Normaal","Droog","binnen bebouwde kom","Dag","Gewestweg","Met doden","Voetganger","Vrachtwagen","Met een voetganger","Geen hindernis","16"
"375","2018","09","06",2018-09-01,2018-09-01 06:00:00,2023-12-12 06:00:00,"72041","Vlaams Gewest","Provincie Limburg","Dilsen-Stokkem",51.0340533230001,5.72656800500005,"Buiten Kruispunt","Normaal","Droog","binnen bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gemeenteweg","dodelijk gewonden","personenauto","Motorfiets","Tussen 2 bestuurders: Frontale botsing","Geen hindernis","06"
"376","2022","10","13",2022-10-01,2022-10-01 13:00:00,2023-12-12 13:00:00,"72041","Vlaams Gewest","Provincie Limburg","Dilsen-Stokkem",51.0371208920001,5.72386813300005,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Gewestweg","Met doden","personenauto","Vrachtwagen","Tussen 2 bestuurders: Frontale botsing","Geen hindernis","13"
"377","2018","09","16",2018-09-01,2018-09-01 16:00:00,2023-12-12 16:00:00,"35013","Vlaams Gewest","Provincie West-Vlaanderen","Oostende",51.229239706,2.94090696500007,"Buiten Kruispunt","Normaal","Droog","binnen bebouwde kom","Dag","Gewestweg","dodelijk gewonden","Andere weggebruiker","personenauto","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","16"
"378","2022","04","18",2022-04-01,2022-04-01 18:00:00,2023-12-12 18:00:00,"35013","Vlaams Gewest","Provincie West-Vlaanderen","Oostende",51.228571091,2.94133385800006,"Op Kruispunt","Normaal","Droog","binnen bebouwde kom","Dag","Gewestweg","dodelijk gewonden","Fiets","personenauto","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","18"
"379","2018","09","03",2018-09-01,2018-09-01 03:00:00,2023-12-12 03:00:00,"71037","Vlaams Gewest","Provincie Limburg","Lummen",50.9998295890001,5.19991738500005,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","dodelijk gewonden","Lichte vrachtauto","Vrachtwagen","Tussen 2 bestuurders: Frontale botsing","Geen hindernis","03"
"380","2021","03","14",2021-03-01,2021-03-01 14:00:00,2023-12-12 14:00:00,"71037","Vlaams Gewest","Provincie Limburg","Lummen",50.996918699,5.20099025300004,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Autosnelweg","dodelijk gewonden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Vangrails overschreden","14"
"381","2018","10","01",2018-10-01,2018-10-01 01:00:00,2023-12-12 01:00:00,"63072","Waals Gewest","Provincie Luik","Spa",50.5019968220001,5.88645563800003,"Buiten Kruispunt","Onbekend","Nat, plassen","buiten bebouwde kom","Nacht, openb. verlicht. aanw., maar niet ontstoken","Gewestweg","Met doden","Lichte vrachtauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Boom","01"
"382","2022","11","10",2022-11-01,2022-11-01 10:00:00,2023-12-12 10:00:00,"63072","Waals Gewest","Provincie Luik","Spa",50.501996837,5.88645563000006,"Buiten Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Dag","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Boom","10"
"383","2018","10","04",2018-10-01,2018-10-01 04:00:00,2023-12-12 04:00:00,"56044","Waals Gewest","Provincie Henegouwen","Lobbes",50.3683153950001,4.27453046900007,"Buiten Kruispunt","Normaal","Proper","binnen bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Andere paal","04"
"384","2019","04","17",2019-04-01,2019-04-01 17:00:00,2023-12-12 17:00:00,"56044","Waals Gewest","Provincie Henegouwen","Lobbes",50.3702647490001,4.27301599900005,"Buiten Kruispunt","Normaal","Nat, plassen","binnen bebouwde kom","Dag","Gemeenteweg","dodelijk gewonden","Lichte vrachtauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Andere hindernis","17"
"385","2018","10","17",2018-10-01,2018-10-01 17:00:00,2023-12-12 17:00:00,"56016","Waals Gewest","Provincie Henegouwen","Chimay",50.0339150290001,4.26369903200003,"Buiten Kruispunt","Normaal","Droog+Proper","binnen bebouwde kom","Dag","Gemeenteweg","Met doden","Motorfiets","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Muur gebouw","17"
"386","2019","09","10",2019-09-01,2019-09-01 10:00:00,2023-12-12 10:00:00,"56016","Waals Gewest","Provincie Henegouwen","Chimay",50.0362252730001,4.26081811200004,"Buiten Kruispunt","Normaal","Proper","binnen bebouwde kom","Dag","Gemeenteweg","Met doden","personenauto","personenauto","Tussen 2 bestuurders: Frontale botsing","Geen hindernis","10"
"387","2018","10","14",2018-10-01,2018-10-01 14:00:00,2023-12-12 14:00:00,"31006","Vlaams Gewest","Provincie West-Vlaanderen","Damme",51.2582567060001,3.38710442000007,"Op Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Gemeenteweg","Met doden","Fiets","personenauto","Tussen 2 bestuurders: Flank tegen flank","Geen hindernis","14"
"388","2020","02","11",2020-02-01,2020-02-01 11:00:00,2023-12-12 11:00:00,"31006","Vlaams Gewest","Provincie West-Vlaanderen","Damme",51.2551997030001,3.39130079200004,"Op Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Gemeenteweg","Met doden","Voetganger","Vrachtwagen","Met een voetganger","Geen hindernis","11"
"389","2021","09","10",2021-09-01,2021-09-01 10:00:00,2023-12-12 10:00:00,"46003","Vlaams Gewest","Provincie Oost-Vlaanderen","Beveren (Sint-Niklaas)",51.259822737,3.38387984200006,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Autosnelweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Muur gebouw","10"
"390","2018","10","14",2018-10-01,2018-10-01 14:00:00,2023-12-12 14:00:00,"37020","Vlaams Gewest","Provincie West-Vlaanderen","Ardooie",50.990624478,3.17674775400008,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Gemeenteweg","Met doden","Andere weggebruiker","Fiets","Tussen 2 bestuurders: Frontale botsing","Geen hindernis","14"
"391","2020","07","00",2020-07-01,2020-07-01 00:00:00,2023-12-12 00:00:00,"37020","Vlaams Gewest","Provincie West-Vlaanderen","Ardooie",50.9887560660001,3.17592920400006,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Autosnelweg","Met doden","Lichte vrachtauto","personenauto","Tussen 2 bestuurders: Langs achteren","Geen hindernis","00"
"392","2018","11","01",2018-11-01,2018-11-01 01:00:00,2023-12-12 01:00:00,"44048","Vlaams Gewest","Provincie Oost-Vlaanderen","Nazareth",50.958114563,3.56851787900007,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Autosnelweg","Met doden","Motorfiets","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Andere paal","01"
"393","2020","08","04",2020-08-01,2020-08-01 04:00:00,2023-12-12 04:00:00,"44048","Vlaams Gewest","Provincie Oost-Vlaanderen","Nazareth",50.959117996,3.57145858500007,"Buiten Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Nacht, openb. verlicht. aanw., maar niet ontstoken","Autosnelweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Vangrails niet overgestoken","04"
"394","2018","12","18",2018-12-01,2018-12-01 18:00:00,2023-12-12 18:00:00,"35011","Vlaams Gewest","Provincie West-Vlaanderen","Middelkerke",51.1328861810001,2.81217838300006,"Buiten Kruispunt","Normaal","Nat, plassen+Proper","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Autosnelweg","Met doden","onbekend","onbekend","Geen vermelding van de type aanrijding","Geen vermelding van de type aanrijding","18"
"395","2019","11","04",2019-11-01,2019-11-01 04:00:00,2023-12-12 04:00:00,"35011","Vlaams Gewest","Provincie West-Vlaanderen","Middelkerke",51.1316083070001,2.80841661200003,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Autosnelweg","Met doden","Lichte vrachtauto","personenauto","Tussen 2 bestuurders: Langs achteren","Geen hindernis","04"
"396","2018","11","06",2018-11-01,2018-11-01 06:00:00,2023-12-12 06:00:00,"92137","Waals Gewest","Provincie Namen","Sambreville",50.4852655600001,4.59583370600006,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dageraad - schemering","Autosnelweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Onbekend","06"
"397","2022","04","02",2022-04-01,2022-04-01 02:00:00,2023-12-12 02:00:00,"92114","Waals Gewest","Provincie Namen","Sombreffe",50.4876707710001,4.59907846500005,"Buiten Kruispunt","Normaal","Droog+Proper","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","dodelijk gewonden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Verkeerseiland, middenberm","02"
"398","2018","12","19",2018-12-01,2018-12-01 19:00:00,2023-12-12 19:00:00,"58001","Waals Gewest","Provincie Henegouwen","La Louvière",50.4761602550001,4.13039893000007,"Op Kruispunt","Normaal","Droog+Proper","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","Vrachtwagen","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","19"
"399","2019","12","13",2019-12-01,2019-12-01 13:00:00,2023-12-12 13:00:00,"58001","Waals Gewest","Provincie Henegouwen","La Louvière",50.475302077,4.12684425700007,"Buiten Kruispunt","Normaal","Proper","binnen bebouwde kom","Dag","Gemeenteweg","dodelijk gewonden","personenauto","personenauto","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","13"
"400","2018","11","09",2018-11-01,2018-11-01 09:00:00,2023-12-12 09:00:00,"63067","Waals Gewest","Provincie Luik","Sankt Vith",50.279386738,6.12619554600008,"Buiten Kruispunt","Mist (zichtbaarheid minder dan 100m)","Proper","binnen bebouwde kom","Dag","Gemeenteweg","dodelijk gewonden","personenauto","Voetganger","Met een voetganger","Geen hindernis","09"
"401","2021","05","10",2021-05-01,2021-05-01 10:00:00,2023-12-12 10:00:00,"63067","Waals Gewest","Provincie Luik","Sankt Vith",50.2757050770001,6.12667963500007,"Buiten Kruispunt","Onbekend","Onbekend","onbekend","Dag","Gemeenteweg","Met doden","personenauto","één bestuurder, geen hindernis","Eén bestuurder, geen hindernis (incl. val)","Geen hindernis","10"
"402","2018","11","18",2018-11-01,2018-11-01 18:00:00,2023-12-12 18:00:00,"92035","Waals Gewest","Provincie Namen","Eghezée",50.560865977,4.83090183500002,"Op Kruispunt","Normaal","Proper","buiten bebouwde kom","Nacht, openb. verlicht. aanw., maar niet ontstoken","Gewestweg","Met doden","onbekend","onbekend","Andere of onbekend","Geen vermelding van de aanwezigheid van een hindernis","18"
"403","2020","12","22",2020-12-01,2020-12-01 22:00:00,2023-12-12 22:00:00,"92035","Waals Gewest","Provincie Namen","Eghezée",50.5617155630001,4.83391640400004,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Autosnelweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Muur gebouw","22"
