"","DT_YEAR_COLLISION","DT_MONTH_COLLISION","DT_TIME","YEAR_MONTH_DAY","YEAR_MONTH_DAY_HOUR","TIME_DT","CD_NIS","TX_RGN_COLLISION_NL","TX_PROV_COLLISION_NL","TX_MUNTY_COLLISION_NL","LAT_WGS84","LONG_WGS84","TX_CROSSWAY_NL","TX_WEATHER_NL","TX_ROAD_CONDITION_NL","TX_BUILD_UP_AREA_NL","TX_LIGHT_CONDITION_NL","CD_ROAD_TYPE_NL","TX_CLASS_ACCIDENTS_NL","TX_ROAD_USR_TYPE1_NL","TX_ROAD_USR_TYPE2_NL","TX_COLLISION_TYPE_NL","TX_OBSTACLES_NL","HOUR"
"1","2017","01","14",2017-01-01,2017-01-01 14:00:00,2023-12-12 14:00:00,"23094","Vlaams Gewest","Provincie Vlaams-Brabant","Zaventem",50.8680094100001,4.46976476400005,"Buiten Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Dag","Autosnelweg","Met doden","Lichte vrachtauto","Vrachtwagen","Tussen 2 bestuurders: Langs achteren","Geen hindernis","14"
"2","2019","02","16",2019-02-01,2019-02-01 16:00:00,2023-12-12 16:00:00,"23094","Vlaams Gewest","Provincie Vlaams-Brabant","Zaventem",50.8680094100001,4.46976476400005,"Buiten Kruispunt","Onbekend","Onbekend","onbekend","Dag","Autosnelweg","Met doden","onbekend","onbekend","Geen vermelding van de type aanrijding","Geen vermelding van de type aanrijding","16"
"3","2019","02","15",2019-02-01,2019-02-01 15:00:00,2023-12-12 15:00:00,"23094","Vlaams Gewest","Provincie Vlaams-Brabant","Zaventem",50.8680094100001,4.46976476400005,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Autosnelweg","Met doden","Vrachtwagen","Lichte vrachtauto","Kettingbotsing (3 bestuurders of meer)","Geen hindernis","15"
"4","2021","04","16",2021-04-01,2021-04-01 16:00:00,2023-12-12 16:00:00,"23094","Vlaams Gewest","Provincie Vlaams-Brabant","Zaventem",50.8680094100001,4.46976476400005,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Autosnelweg","Met doden","personenauto","personenauto","Tussen 2 bestuurders: Langs achteren","Geen hindernis","16"
"5","2021","05","14",2021-05-01,2021-05-01 14:00:00,2023-12-12 14:00:00,"23094","Vlaams Gewest","Provincie Vlaams-Brabant","Zaventem",50.8688324680001,4.46919499900002,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Autosnelweg","Met doden","Vrachtwagen","Vrachtwagen","Kettingbotsing (3 bestuurders of meer)","Geen hindernis","14"
"6","2017","01","04",2017-01-01,2017-01-01 04:00:00,2023-12-12 04:00:00,"52012","Waals Gewest","Provincie Henegouwen","Châtelet",50.4079071150001,4.49810738600007,"Buiten Kruispunt","Normaal","Proper","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Autosnelweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Verlichtingspaal","04"
"7","2017","05","06",2017-05-01,2017-05-01 06:00:00,2023-12-12 06:00:00,"52012","Waals Gewest","Provincie Henegouwen","Châtelet",50.4063974750001,4.49961222500002,"Buiten Kruispunt","Normaal","Proper","buiten bebouwde kom","Dageraad - schemering","Autosnelweg","dodelijk gewonden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Vangrails niet overgestoken","06"
"8","2017","01","00",2017-01-01,2017-01-01 00:00:00,2023-12-12 00:00:00,"62099","Waals Gewest","Provincie Luik","Soumagne",50.654368425,5.71008528700003,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Autosnelweg","Met doden","personenauto","Vrachtwagen","Tussen 2 bestuurders: Langs achteren","Geen hindernis","00"
"9","2019","03","01",2019-03-01,2019-03-01 01:00:00,2023-12-12 01:00:00,"62099","Waals Gewest","Provincie Luik","Soumagne",50.657614977,5.70520176900004,"Buiten Kruispunt","Normaal","Proper","buiten bebouwde kom","Nacht, openb. verlicht. aanw., maar niet ontstoken","Autosnelweg","Met doden","personenauto","personenauto","Tussen 2 bestuurders: Langs achteren","Geen hindernis","01"
"10","2017","01","03",2017-01-01,2017-01-01 03:00:00,2023-12-12 03:00:00,"63038","Waals Gewest","Provincie Luik","Jalhay",50.5061710620001,5.95605977200006,"Buiten Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Boom","03"
"11","2018","12","08",2018-12-01,2018-12-01 08:00:00,2023-12-12 08:00:00,"63038","Waals Gewest","Provincie Luik","Jalhay",50.5061710620001,5.95605977200006,"Buiten Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Dag","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Boom","08"
"12","2017","01","17",2017-01-01,2017-01-01 17:00:00,2023-12-12 17:00:00,"92035","Waals Gewest","Provincie Namen","Eghezée",50.575553541,4.88548082600005,"Buiten Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Gewestweg","Met doden","personenauto","personenauto","Tussen 2 bestuurders: Frontale botsing","Geen hindernis","17"
"13","2017","09","17",2017-09-01,2017-09-01 17:00:00,2023-12-12 17:00:00,"92035","Waals Gewest","Provincie Namen","Eghezée",50.575553541,4.88548082600005,"Buiten Kruispunt","Normaal","Droog+Proper","buiten bebouwde kom","Dag","Gewestweg","Met doden","personenauto","personenauto","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","17"
"14","2017","01","04",2017-01-01,2017-01-01 04:00:00,2023-12-12 04:00:00,"53053","Waals Gewest","Provincie Henegouwen","Bergen",50.449570796,3.95419360700004,"Buiten Kruispunt","Regenval","Nat, plassen","binnen bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Verlichtingspaal","04"
"15","2017","09","17",2017-09-01,2017-09-01 17:00:00,2023-12-12 17:00:00,"53053","Waals Gewest","Provincie Henegouwen","Bergen",50.4507049650001,3.95418081500003,"Buiten Kruispunt","Normaal","Droog","binnen bebouwde kom","Dag","Gemeenteweg","Met doden","Motorfiets","één bestuurder, geen hindernis","Eén bestuurder, geen hindernis (incl. val)","Geen hindernis","17"
"16","2019","08","14",2019-08-01,2019-08-01 14:00:00,2023-12-12 14:00:00,"53053","Waals Gewest","Provincie Henegouwen","Bergen",50.4472746220001,3.95272903800003,"Buiten Kruispunt","Normaal","Proper","binnen bebouwde kom","Dag","Gemeenteweg","Met doden","personenauto","Motorfiets","Tussen 2 bestuurders: Flank tegen flank","Geen hindernis","14"
"17","2017","01","06",2017-01-01,2017-01-01 06:00:00,2023-12-12 06:00:00,"21001","Brussels Hoofdstedelijk Gewest",NA,"Anderlecht",50.8373621480001,4.33350579400008,"Buiten Kruispunt","Regenval","Nat, plassen","binnen bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gemeenteweg","dodelijk gewonden","personenauto","Voetganger","Met een voetganger","Geen hindernis","06"
"18","2019","01","07",2019-01-01,2019-01-01 07:00:00,2023-12-12 07:00:00,"21013","Brussels Hoofdstedelijk Gewest",NA,"Sint-Gillis",50.833000892,4.33459180100004,"Buiten Kruispunt","Onbekend","Nat, plassen","binnen bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","onbekend","onbekend","Andere of onbekend","Geen vermelding van de aanwezigheid van een hindernis","07"
"19","2017","01","14",2017-01-01,2017-01-01 14:00:00,2023-12-12 14:00:00,"72038","Vlaams Gewest","Provincie Limburg","Hechtel-Eksel",51.089157082,5.37718496200006,"Op Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Dag","Gewestweg","Met doden","personenauto","Vrachtwagen","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","14"
"20","2018","11","20",2018-11-01,2018-11-01 20:00:00,2023-12-12 20:00:00,"72039","Vlaams Gewest","Provincie Limburg","Houthalen-Helchteren",51.085996913,5.37761015000007,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","Motorfiets","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Verkeerseiland, middenberm","20"
"21","2019","03","00",2019-03-01,2019-03-01 00:00:00,2023-12-12 00:00:00,"72038","Vlaams Gewest","Provincie Limburg","Hechtel-Eksel",51.088529453,5.37696731200003,"Buiten Kruispunt","Regenval","Nat, plassen","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","personenauto","Tussen 2 bestuurders: Frontale botsing","Geen hindernis","00"
"22","2017","01","15",2017-01-01,2017-01-01 15:00:00,2023-12-12 15:00:00,"72004","Vlaams Gewest","Provincie Limburg","Bree",51.131509846,5.57887145200004,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Gewestweg","Met doden","personenauto","Voetganger","Met een voetganger","Geen hindernis","15"
"23","2020","01","00",2020-01-01,2020-01-01 00:00:00,2023-12-12 00:00:00,"72004","Vlaams Gewest","Provincie Limburg","Bree",51.1324121860001,5.58233135400008,"Buiten Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","onbekend","onbekend","Geen vermelding van de type aanrijding","Geen vermelding van de type aanrijding","00"
"24","2017","01","17",2017-01-01,2017-01-01 17:00:00,2023-12-12 17:00:00,"24001","Vlaams Gewest","Provincie Vlaams-Brabant","Aarschot",50.9986450870001,4.82696312100006,"Buiten Kruispunt","Normaal","Droog+Proper","buiten bebouwde kom","Dag","Gewestweg","Met doden","Bromfiets","personenauto","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","17"
"25","2017","02","13",2017-02-01,2017-02-01 13:00:00,2023-12-12 13:00:00,"24001","Vlaams Gewest","Provincie Vlaams-Brabant","Aarschot",50.999239904,4.82856383800004,"Buiten Kruispunt","Regenval","Nat, plassen","buiten bebouwde kom","Dag","Gewestweg","Met doden","Vrachtwagen","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Andere paal","13"
"26","2017","02","02",2017-02-01,2017-02-01 02:00:00,2023-12-12 02:00:00,"31005","Vlaams Gewest","Provincie West-Vlaanderen","Brugge",51.1698403840001,3.15801619100006,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Autosnelweg","Met doden","personenauto","personenauto","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","02"
"27","2021","05","20",2021-05-01,2021-05-01 20:00:00,2023-12-12 20:00:00,"31005","Vlaams Gewest","Provincie West-Vlaanderen","Brugge",51.1700140680001,3.15651687400003,"Buiten Kruispunt","Regenval","Nat, plassen","buiten bebouwde kom","Dag","Autosnelweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Boom","20"
"28","2017","02","02",2017-02-01,2017-02-01 02:00:00,2023-12-12 02:00:00,"52021","Waals Gewest","Provincie Henegouwen","Fleurus",50.4561004180001,4.50152208800006,"Buiten Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Autosnelweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Boom","02"
"29","2022","05","14",2022-05-01,2022-05-01 14:00:00,2023-12-12 14:00:00,"52011","Waals Gewest","Provincie Henegouwen","Charleroi",50.4526228570001,4.50025405800005,"Buiten Kruispunt","Normaal","Droog+Proper","buiten bebouwde kom","Dag","Autosnelweg","dodelijk gewonden","personenauto","personenauto","Tussen 2 bestuurders: Langs achteren","Geen hindernis","14"
"30","2017","02","08",2017-02-01,2017-02-01 08:00:00,2023-12-12 08:00:00,"92140","Waals Gewest","Provincie Namen","Jemeppe-sur-Sambre",50.4592401730001,4.66280349300007,"Op Kruispunt","Regenval","Proper","buiten bebouwde kom","Dag","Gewestweg","Met doden","Vrachtwagen","personenauto","Tussen 2 bestuurders: Frontale botsing","Geen hindernis","08"
"31","2018","05","13",2018-05-01,2018-05-01 13:00:00,2023-12-12 13:00:00,"92140","Waals Gewest","Provincie Namen","Jemeppe-sur-Sambre",50.45924182,4.66289162900006,"Op Kruispunt","Normaal","Droog+Proper","buiten bebouwde kom","Dag","Gewestweg","Met doden","personenauto","Voetganger","Met een voetganger","Geen hindernis","13"
"32","2019","04","16",2019-04-01,2019-04-01 16:00:00,2023-12-12 16:00:00,"92140","Waals Gewest","Provincie Namen","Jemeppe-sur-Sambre",50.4592401730001,4.66280349300007,"Op Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Gewestweg","Met doden","Motorfiets","personenauto","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","16"
"33","2017","02","15",2017-02-01,2017-02-01 15:00:00,2023-12-12 15:00:00,"62009","Waals Gewest","Provincie Luik","Aywaille",50.509112116,5.72815927100004,"Buiten Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Dag","Gemeenteweg","dodelijk gewonden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Boom","15"
"34","2017","09","11",2017-09-01,2017-09-01 11:00:00,2023-12-12 11:00:00,"62009","Waals Gewest","Provincie Luik","Aywaille",50.5081553860001,5.72801081000006,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Boom","11"
"35","2017","02","07",2017-02-01,2017-02-01 07:00:00,2023-12-12 07:00:00,"63079","Waals Gewest","Provincie Luik","Verviers",50.5942679030001,5.86363870600007,"Buiten Kruispunt","Normaal","Droog","binnen bebouwde kom","Dageraad - schemering","Gemeenteweg","Met doden","personenauto","Voetganger","Met een voetganger","Geen hindernis","07"
"36","2020","02","09",2020-02-01,2020-02-01 09:00:00,2023-12-12 09:00:00,"63079","Waals Gewest","Provincie Luik","Verviers",50.592956352,5.86839230700002,"Buiten Kruispunt","Normaal","Proper","binnen bebouwde kom","Dag","Gewestweg","Met doden","personenauto","één bestuurder, geen hindernis","Eén bestuurder, geen hindernis (incl. val)","Geen hindernis","09"
"37","2017","02","16",2017-02-01,2017-02-01 16:00:00,2023-12-12 16:00:00,"91142","Waals Gewest","Provincie Namen","Hastière",50.1882440570001,4.82391442900007,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Gewestweg","Met doden","personenauto","Vrachtwagen","Tussen 2 bestuurders: Frontale botsing","Geen hindernis","16"
"38","2019","05","02",2019-05-01,2019-05-01 02:00:00,2023-12-12 02:00:00,"91142","Waals Gewest","Provincie Namen","Hastière",50.185535993,4.82362456100003,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Andere hindernis","02"
"39","2017","02","20",2017-02-01,2017-02-01 20:00:00,2023-12-12 20:00:00,"21004","Brussels Hoofdstedelijk Gewest",NA,"Brussel",50.8906710420001,4.38303287900004,"Op Kruispunt","Normaal","Droog+Proper","binnen bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gemeenteweg","dodelijk gewonden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis op de rijbaan","Buiten de rijbaan: Verkeerseiland, middenberm","20"
"40","2019","10","15",2019-10-01,2019-10-01 15:00:00,2023-12-12 15:00:00,"21004","Brussels Hoofdstedelijk Gewest",NA,"Brussel",50.890847926,4.37924312300004,"Buiten Kruispunt","Normaal","Droog","binnen bebouwde kom","Dag","Gemeenteweg","Met doden","personenauto","Voetganger","Met een voetganger","Geen hindernis","15"
"41","2017","02","04",2017-02-01,2017-02-01 04:00:00,2023-12-12 04:00:00,"12035","Vlaams Gewest","Provincie Antwerpen","Sint-Katelijne-Waver",51.0562152800001,4.47971476300006,"Op Kruispunt","Normaal","Droog+Proper","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Andere paal","04"
"42","2019","09","10",2019-09-01,2019-09-01 10:00:00,2023-12-12 10:00:00,"12035","Vlaams Gewest","Provincie Antwerpen","Sint-Katelijne-Waver",51.0562121680001,4.47970706800004,"Op Kruispunt","Regenval","Nat, plassen","buiten bebouwde kom","Dag","Gewestweg","Met doden","Vrachtwagen","Fiets","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","10"
"43","2019","08","17",2019-08-01,2019-08-01 17:00:00,2023-12-12 17:00:00,"24001","Vlaams Gewest","Provincie Vlaams-Brabant","Aarschot",50.9994164440001,4.83444965100006,"Buiten Kruispunt","Normaal","Droog","binnen bebouwde kom","Dag","Gewestweg","Met doden","Motorfiets","personenauto","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","17"
"44","2017","02","09",2017-02-01,2017-02-01 09:00:00,2023-12-12 09:00:00,"34027","Vlaams Gewest","Provincie West-Vlaanderen","Menen",50.766098695,3.19414770700007,"Buiten Kruispunt","Regenval","Nat, plassen","buiten bebouwde kom","Dag","Gewestweg","Met doden","personenauto","Autobus","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","09"
"45","2018","11","17",2018-11-01,2018-11-01 17:00:00,2023-12-12 17:00:00,"34027","Vlaams Gewest","Provincie West-Vlaanderen","Menen",50.7676461040001,3.19269250200006,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dageraad - schemering","Gewestweg","Met doden","personenauto","personenauto","Tussen 2 bestuurders: Frontale botsing","Geen hindernis","17"
"46","2022","04","03",2022-04-01,2022-04-01 03:00:00,2023-12-12 03:00:00,"34027","Vlaams Gewest","Provincie West-Vlaanderen","Menen",50.7692247000001,3.19132941600003,"Buiten Kruispunt","Onbekend","Nat, plassen","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Andere paal","03"
"47","2017","03","19",2017-03-01,2017-03-01 19:00:00,2023-12-12 19:00:00,"25015","Waals Gewest","Provincie Waals-Brabant","Kasteelbrakel",50.6707228540001,4.31109049100007,"Buiten Kruispunt","Normaal","Droog+Proper","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Autosnelweg","dodelijk gewonden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Andere paal","19"
"48","2018","08","02",2018-08-01,2018-08-01 02:00:00,2023-12-12 02:00:00,"25015","Waals Gewest","Provincie Waals-Brabant","Kasteelbrakel",50.6698211790001,4.31116809900004,"Buiten Kruispunt","Normaal","Droog+Proper","buiten bebouwde kom","Nacht, openb. verlicht. aanw., maar niet ontstoken","Autosnelweg","Met doden","personenauto","personenauto","Tussen 2 bestuurders: Frontale botsing","Geen hindernis","02"
"49","2017","03","12",2017-03-01,2017-03-01 12:00:00,2023-12-12 12:00:00,"91114","Waals Gewest","Provincie Namen","Rochefort",50.1688947420001,5.06993330500006,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Autosnelweg","Met doden","personenauto","personenauto","Tussen 2 bestuurders: Langs achteren","Geen hindernis","12"
"50","2019","06","17",2019-06-01,2019-06-01 17:00:00,2023-12-12 17:00:00,"91114","Waals Gewest","Provincie Namen","Rochefort",50.1715712880001,5.06943354500004,"Buiten Kruispunt","Normaal","Droog+Proper","buiten bebouwde kom","Dag","Autosnelweg","Met doden","personenauto","Vrachtwagen","Tussen 2 bestuurders: Langs achteren","Geen hindernis","17"
"51","2017","03","09",2017-03-01,2017-03-01 09:00:00,2023-12-12 09:00:00,"63049","Waals Gewest","Provincie Luik","Malmedy",50.425815744,6.02869114000003,"Buiten Kruispunt","Normaal","Droog+Proper","binnen bebouwde kom","Dag","Gewestweg","dodelijk gewonden","Vrachtwagen","Voetganger","Met een voetganger","Geen hindernis","09"
"52","2022","07","09",2022-07-01,2022-07-01 09:00:00,2023-12-12 09:00:00,"63049","Waals Gewest","Provincie Luik","Malmedy",50.4256193900001,6.02440418000003,"Buiten Kruispunt","Normaal","Droog+Proper","binnen bebouwde kom","Dag","Gewestweg","Met doden","Voetganger","personenauto","Met een voetganger","Geen hindernis","09"
"53","2017","03","22",2017-03-01,2017-03-01 22:00:00,2023-12-12 22:00:00,"53053","Waals Gewest","Provincie Henegouwen","Bergen",50.462822885,4.04191814700005,"Buiten Kruispunt","Normaal","Droog","binnen bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","onbekend","onbekend","Andere of onbekend","Geen vermelding van de aanwezigheid van een hindernis","22"
"54","2017","06","03",2017-06-01,2017-06-01 03:00:00,2023-12-12 03:00:00,"53053","Waals Gewest","Provincie Henegouwen","Bergen",50.463862271,4.04518306000006,"Buiten Kruispunt","Normaal","Droog+Proper","binnen bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","Bromfiets","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","03"
"55","2017","03","07",2017-03-01,2017-03-01 07:00:00,2023-12-12 07:00:00,"21001","Brussels Hoofdstedelijk Gewest",NA,"Anderlecht",50.841225261,4.31577764100007,"Buiten Kruispunt","Normaal","Nat, plassen+Proper","binnen bebouwde kom","Dageraad - schemering","Gemeenteweg","Met doden","Autobus","Voetganger","Met een voetganger","Geen hindernis","07"
"56","2018","10","15",2018-10-01,2018-10-01 15:00:00,2023-12-12 15:00:00,"21001","Brussels Hoofdstedelijk Gewest",NA,"Anderlecht",50.8369047460001,4.31697862600004,"Op Kruispunt","Normaal","Droog+Proper","binnen bebouwde kom","Dag","Gewestweg","Met doden","Vrachtwagen","Fiets","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","15"
"57","2017","03","05",2017-03-01,2017-03-01 05:00:00,2023-12-12 05:00:00,"11037","Vlaams Gewest","Provincie Antwerpen","Rumst",51.0847379800001,4.44432110300005,"Op Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","Motorfiets","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","05"
"58","2022","02","11",2022-02-01,2022-02-01 11:00:00,2023-12-12 11:00:00,"11037","Vlaams Gewest","Provincie Antwerpen","Rumst",51.0886097760001,4.44128459000007,"Buiten Kruispunt","Regenval","Nat, plassen","buiten bebouwde kom","Dag","Autosnelweg","Met doden","personenauto","personenauto","Tussen 2 bestuurders: Frontale botsing","Geen hindernis","11"
"59","2017","03","23",2017-03-01,2017-03-01 23:00:00,2023-12-12 23:00:00,"13011","Vlaams Gewest","Provincie Antwerpen","Herentals",51.1701397730001,4.85584435800007,"Op Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Verlichtingspaal","23"
"60","2018","11","06",2018-11-01,2018-11-01 06:00:00,2023-12-12 06:00:00,"13011","Vlaams Gewest","Provincie Antwerpen","Herentals",51.1700230420001,4.85183189300005,"Buiten Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Boom","06"
"61","2017","03","13",2017-03-01,2017-03-01 13:00:00,2023-12-12 13:00:00,"73006","Vlaams Gewest","Provincie Limburg","Bilzen",50.835811113,5.55778601400004,"Buiten Kruispunt","Normaal","Proper","buiten bebouwde kom","Dag","Gewestweg","Met doden","onbekend","onbekend","Andere of onbekend","Geen vermelding van de aanwezigheid van een hindernis","13"
"62","2021","10","07",2021-10-01,2021-10-01 07:00:00,2023-12-12 07:00:00,"73006","Vlaams Gewest","Provincie Limburg","Bilzen",50.832893567,5.56315669700007,"Op Kruispunt","Regenval","Nat, plassen","buiten bebouwde kom","Dageraad - schemering","Gewestweg","Met doden","personenauto","Motorfiets","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","07"
"63","2017","03","16",2017-03-01,2017-03-01 16:00:00,2023-12-12 16:00:00,"72041","Vlaams Gewest","Provincie Limburg","Dilsen-Stokkem",51.0024369810001,5.72422676200006,"Op Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Gewestweg","dodelijk gewonden","personenauto","Fiets","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","16"
"64","2018","07","11",2018-07-01,2018-07-01 11:00:00,2023-12-12 11:00:00,"73107","Vlaams Gewest","Provincie Limburg","Maasmechelen",50.998796235,5.72691014200007,"Buiten Kruispunt","Normaal","Droog","binnen bebouwde kom","Dag","Gemeenteweg","Met doden","Vrachtwagen","Fiets","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","11"
"65","2017","03","09",2017-03-01,2017-03-01 09:00:00,2023-12-12 09:00:00,"31005","Vlaams Gewest","Provincie West-Vlaanderen","Brugge",51.328584667,3.19904429300004,"Op Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Gewestweg","Met doden","Vrachtwagen","Motorfiets","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","09"
"66","2017","06","19",2017-06-01,2017-06-01 19:00:00,2023-12-12 19:00:00,"31005","Vlaams Gewest","Provincie West-Vlaanderen","Brugge",51.328846137,3.19884604300006,"Op Kruispunt","Normaal","Droog","binnen bebouwde kom","Dag","Gewestweg","dodelijk gewonden","Fiets","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis op de rijbaan","Tramspoor","19"
"67","2022","03","09",2022-03-01,2022-03-01 09:00:00,2023-12-12 09:00:00,"31005","Vlaams Gewest","Provincie West-Vlaanderen","Brugge",51.3276269020001,3.20271852500002,"Op Kruispunt","Normaal","Droog","binnen bebouwde kom","Dag","Gewestweg","Met doden","Vrachtwagen","Fiets","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis","09"
"68","2017","04","05",2017-04-01,2017-04-01 05:00:00,2023-12-12 05:00:00,"42010","Vlaams Gewest","Provincie Oost-Vlaanderen","Laarne",51.0711259020001,3.92663330700003,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Autosnelweg","Met doden","personenauto","Motorfiets","Tussen 2 bestuurders: Langs achteren","Geen hindernis","05"
"69","2018","09","19",2018-09-01,2018-09-01 19:00:00,2023-12-12 19:00:00,"42003","Vlaams Gewest","Provincie Oost-Vlaanderen","Berlare",51.071211684,3.92805408200007,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Autosnelweg","Met doden","personenauto","Vrachtwagen","Tussen 2 bestuurders: Langs achteren","Geen hindernis","19"
