"","DT_YEAR_COLLISION","DT_MONTH_COLLISION","DT_TIME","YEAR_MONTH_DAY","YEAR_MONTH_DAY_HOUR","TIME_DT","CD_NIS","TX_RGN_COLLISION_NL","TX_PROV_COLLISION_NL","TX_MUNTY_COLLISION_NL","LAT_WGS84","LONG_WGS84","TX_CROSSWAY_NL","TX_WEATHER_NL","TX_ROAD_CONDITION_NL","TX_BUILD_UP_AREA_NL","TX_LIGHT_CONDITION_NL","CD_ROAD_TYPE_NL","TX_CLASS_ACCIDENTS_NL","TX_ROAD_USR_TYPE1_NL","TX_ROAD_USR_TYPE2_NL","TX_COLLISION_TYPE_NL","TX_OBSTACLES_NL"
"1","2017","01","06",2017-01-01,2017-01-01 06:00:00,2024-01-02 06:00:00,"42028","Vlaams Gewest","Provincie Oost-Vlaanderen","Zele",51.073975583,3.97347301700006,"Buiten Kruispunt","Sneeuwval","Ijzel, sneeuw","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Autosnelweg","Met doden","Lichte vrachtauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Gracht"
"2","2017","01","05",2017-01-01,2017-01-01 05:00:00,2024-01-02 05:00:00,"36015","Vlaams Gewest","Provincie West-Vlaanderen","Roeselare",50.8987213350001,3.17624235800002,"Buiten Kruispunt","Sneeuwval+Hagelbui","Nat, plassen+Ijzel of sneeuw","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Autosnelweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Vangrails overschreden"
"3","2017","01","14",2017-01-01,2017-01-01 14:00:00,2024-01-02 14:00:00,"23094","Vlaams Gewest","Provincie Vlaams-Brabant","Zaventem",50.8680094100001,4.46976476400005,"Buiten Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Dag","Autosnelweg","Met doden","Lichte vrachtauto","Vrachtwagen","Tussen 2 bestuurders: Langs achteren","Geen hindernis"
"4","2017","01","23",2017-01-01,2017-01-01 23:00:00,2024-01-02 23:00:00,"23016","Vlaams Gewest","Provincie Vlaams-Brabant","Dilbeek",50.8527007640001,4.27469099700005,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Autosnelweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Andere paal"
"5","2017","01","04",2017-01-01,2017-01-01 04:00:00,2024-01-02 04:00:00,"52012","Waals Gewest","Provincie Henegouwen","Châtelet",50.4079071150001,4.49810738600007,"Buiten Kruispunt","Normaal","Proper","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Autosnelweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Verlichtingspaal"
"6","2017","01","00",2017-01-01,2017-01-01 00:00:00,2024-01-02 00:00:00,"24062","Vlaams Gewest","Provincie Vlaams-Brabant","Leuven",NA,NA,"Op Kruispunt","Regenval","Nat, plassen","binnen bebouwde kom","Nacht, geen openbare verlichting aanwezig","Gemeenteweg","Met doden","Andere weggebruiker","personenauto","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis"
"7","2017","01","09",2017-01-01,2017-01-01 09:00:00,2024-01-02 09:00:00,"62051","Waals Gewest","Provincie Luik","Herstal",50.6921125060001,5.57564781300005,"Buiten Kruispunt","Andere (dikke rook,...)","Nat, plassen","buiten bebouwde kom","Dag","Autosnelweg","Met doden","Vrachtwagen","Vrachtwagen","Tussen 2 bestuurders: Langs achteren","Geen hindernis"
"8","2017","01","00",2017-01-01,2017-01-01 00:00:00,2024-01-02 00:00:00,"62099","Waals Gewest","Provincie Luik","Soumagne",50.654368425,5.71008528700003,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Autosnelweg","Met doden","personenauto","Vrachtwagen","Tussen 2 bestuurders: Langs achteren","Geen hindernis"
"9","2017","01","17",2017-01-01,2017-01-01 17:00:00,2024-01-02 17:00:00,"25014","Waals Gewest","Provincie Waals-Brabant","Eigenbrakel",50.682590702,4.40040021400006,"Buiten Kruispunt","Regenval","Nat, plassen","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","Voetganger","Met een voetganger","Geen hindernis"
"10","2017","01","20",2017-01-01,2017-01-01 20:00:00,2024-01-02 20:00:00,"62108","Waals Gewest","Provincie Luik","Wezet",NA,NA,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Autosnelweg","Met doden","Lichte vrachtauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Vangrails overschreden"
"11","2017","01","18",2017-01-01,2017-01-01 18:00:00,2024-01-02 18:00:00,"62122","Waals Gewest","Provincie Luik","Trooz",NA,NA,"Buiten Kruispunt","Normaal","Proper","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","dodelijk gewonden","personenauto","Voetganger","Met een voetganger","Geen hindernis"
"12","2017","01","03",2017-01-01,2017-01-01 03:00:00,2024-01-02 03:00:00,"63038","Waals Gewest","Provincie Luik","Jalhay",50.5061710620001,5.95605977200006,"Buiten Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Boom"
"13","2017","01","14",2017-01-01,2017-01-01 14:00:00,2024-01-02 14:00:00,"63075","Waals Gewest","Provincie Luik","Stoumont",50.4142015580001,5.86004389700002,"Buiten Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Dag","Gewestweg","dodelijk gewonden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Gracht"
"14","2017","01","08",2017-01-01,2017-01-01 08:00:00,2024-01-02 08:00:00,"63087","Waals Gewest","Provincie Luik","Burg-Reuland",NA,NA,"Buiten Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Dag","Gemeenteweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Muur gebouw"
"15","2017","01","11",2017-01-01,2017-01-01 11:00:00,2024-01-02 11:00:00,"82014","Waals Gewest","Provincie Luxemburg","Houffalize",50.2135407600001,5.77546584300006,"Buiten Kruispunt","Sneeuwval","Ijzel, sneeuw","buiten bebouwde kom","Dag","Gewestweg","Met doden","Vrachtwagen","personenauto","Tussen 2 bestuurders: Frontale botsing","Geen hindernis"
"16","2017","01","08",2017-01-01,2017-01-01 08:00:00,2024-01-02 08:00:00,"92035","Waals Gewest","Provincie Namen","Eghezée",50.5457482730001,4.90625828400005,"Buiten Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Dageraad - schemering","Gewestweg","Met doden","Vrachtwagen","personenauto","Tussen 2 bestuurders: Frontale botsing","Geen hindernis"
"17","2017","01","17",2017-01-01,2017-01-01 17:00:00,2024-01-02 17:00:00,"92035","Waals Gewest","Provincie Namen","Eghezée",50.575553541,4.88548082600005,"Buiten Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Gewestweg","Met doden","personenauto","personenauto","Tussen 2 bestuurders: Frontale botsing","Geen hindernis"
"18","2017","01","17",2017-01-01,2017-01-01 17:00:00,2024-01-02 17:00:00,"91034","Waals Gewest","Provincie Namen","Dinant",50.251300309,4.91827509500007,"Buiten Kruispunt","Normaal","Nat, plassen","binnen bebouwde kom","Dageraad - schemering","Gewestweg","dodelijk gewonden","Bromfiets","personenauto","Tussen 2 bestuurders: Langs achteren","Geen hindernis"
"19","2017","01","18",2017-01-01,2017-01-01 18:00:00,2024-01-02 18:00:00,"57081","Waals Gewest","Provincie Henegouwen","Doornik",50.5958729640001,3.48729776400006,"Op Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Muur gebouw"
"20","2017","01","18",2017-01-01,2017-01-01 18:00:00,2024-01-02 18:00:00,"57096","Waals Gewest","Provincie Henegouwen","Moeskroen",50.7486170000001,3.22596134400004,"Buiten Kruispunt","Normaal","Nat, plassen","binnen bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gemeenteweg","dodelijk gewonden","personenauto","Voetganger","Met een voetganger","Geen hindernis"
"21","2017","01","11",2017-01-01,2017-01-01 11:00:00,2024-01-02 11:00:00,"53053","Waals Gewest","Provincie Henegouwen","Bergen",50.437964148,3.88794515600006,"Buiten Kruispunt","Normaal","Droog+Proper","binnen bebouwde kom","Dag","Gemeenteweg","dodelijk gewonden","personenauto","één bestuurder, geen hindernis","Eén bestuurder, geen hindernis (incl. val)","Geen hindernis"
"22","2017","01","04",2017-01-01,2017-01-01 04:00:00,2024-01-02 04:00:00,"53053","Waals Gewest","Provincie Henegouwen","Bergen",50.449570796,3.95419360700004,"Buiten Kruispunt","Regenval","Nat, plassen","binnen bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Verlichtingspaal"
"23","2017","01","08",2017-01-01,2017-01-01 08:00:00,2024-01-02 08:00:00,"55004","Waals Gewest","Provincie Henegouwen","’s Gravenbrakel",50.5992117980001,4.14863012600006,"Op Kruispunt","Normaal","Nat, plassen","onbekend","Dag","Gewestweg","Met doden","personenauto","Fiets","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis"
"24","2017","01","09",2017-01-01,2017-01-01 09:00:00,2024-01-02 09:00:00,"21004","Brussels Hoofdstedelijk Gewest",NA,"Brussel",50.8799211460001,4.34773961200005,"Op Kruispunt","Normaal","Droog","binnen bebouwde kom","Dag","Gemeenteweg","Met doden","personenauto","Voetganger","Met een voetganger","Geen hindernis"
"25","2017","01","06",2017-01-01,2017-01-01 06:00:00,2024-01-02 06:00:00,"21001","Brussels Hoofdstedelijk Gewest",NA,"Anderlecht",50.8373621480001,4.33350579400008,"Buiten Kruispunt","Regenval","Nat, plassen","binnen bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gemeenteweg","dodelijk gewonden","personenauto","Voetganger","Met een voetganger","Geen hindernis"
"26","2017","01","21",2017-01-01,2017-01-01 21:00:00,2024-01-02 21:00:00,"21016","Brussels Hoofdstedelijk Gewest",NA,"Ukkel",NA,NA,"Buiten Kruispunt","Regenval","Nat, plassen","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Gemeenteweg","dodelijk gewonden","Lichte vrachtauto","personenauto","Tussen 2 bestuurders: Langs achteren","Geen hindernis"
"27","2017","01","13",2017-01-01,2017-01-01 13:00:00,2024-01-02 13:00:00,"21018","Brussels Hoofdstedelijk Gewest",NA,"Sint-Lambrechts-Woluwe",50.8406286310001,4.43522250200004,"Buiten Kruispunt","Normaal","Nat, plassen","binnen bebouwde kom","Dag","Gemeenteweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Muur gebouw"
"28","2017","01","20",2017-01-01,2017-01-01 20:00:00,2024-01-02 20:00:00,"11037","Vlaams Gewest","Provincie Antwerpen","Rumst",51.092208665,4.45160117300003,"Buiten Kruispunt","Normaal","Droog","binnen bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","Vrachtwagen","personenauto","Tussen 2 bestuurders: Langs achteren","Geen hindernis"
"29","2017","01","14",2017-01-01,2017-01-01 14:00:00,2024-01-02 14:00:00,"11054","Vlaams Gewest","Provincie Antwerpen","Zandhoven",51.2340087470001,4.68665566600004,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Gewestweg","Met doden","personenauto","Voetganger","Met een voetganger","Geen hindernis"
"30","2017","01","18",2017-01-01,2017-01-01 18:00:00,2024-01-02 18:00:00,"13021","Vlaams Gewest","Provincie Antwerpen","Meerhout",NA,NA,"Buiten Kruispunt","Normaal","Nat, plassen+Proper","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gemeenteweg","Met doden","personenauto","Voetganger","Met een voetganger","Geen hindernis"
"31","2017","01","13",2017-01-01,2017-01-01 13:00:00,2024-01-02 13:00:00,"13006","Vlaams Gewest","Provincie Antwerpen","Dessel",51.233410242,5.11379054700006,"Buiten Kruispunt","Normaal","Droog","binnen bebouwde kom","Dag","Gewestweg","Met doden","Fiets","personenauto","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis"
"32","2017","01","13",2017-01-01,2017-01-01 13:00:00,2024-01-02 13:00:00,"72020","Vlaams Gewest","Provincie Limburg","Lommel",51.2232853880001,5.30232170800002,"Op Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Gewestweg","Met doden","Vrachtwagen","personenauto","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis"
"33","2017","01","21",2017-01-01,2017-01-01 21:00:00,2024-01-02 21:00:00,"71053","Vlaams Gewest","Provincie Limburg","Sint-Truiden",50.7710386520001,5.20333683800004,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Gewestweg","dodelijk gewonden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Boom"
"34","2017","01","14",2017-01-01,2017-01-01 14:00:00,2024-01-02 14:00:00,"72038","Vlaams Gewest","Provincie Limburg","Hechtel-Eksel",51.089157082,5.37718496200006,"Op Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Dag","Gewestweg","Met doden","personenauto","Vrachtwagen","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis"
"35","2017","01","15",2017-01-01,2017-01-01 15:00:00,2024-01-02 15:00:00,"72004","Vlaams Gewest","Provincie Limburg","Bree",51.131509846,5.57887145200004,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Gewestweg","Met doden","personenauto","Voetganger","Met een voetganger","Geen hindernis"
"36","2017","01","17",2017-01-01,2017-01-01 17:00:00,2024-01-02 17:00:00,"24001","Vlaams Gewest","Provincie Vlaams-Brabant","Aarschot",50.9986450870001,4.82696312100006,"Buiten Kruispunt","Normaal","Droog+Proper","buiten bebouwde kom","Dag","Gewestweg","Met doden","Bromfiets","personenauto","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis"
"37","2017","01","13",2017-01-01,2017-01-01 13:00:00,2024-01-02 13:00:00,"23086","Vlaams Gewest","Provincie Vlaams-Brabant","Ternat",50.85026953,4.15174796000002,"Buiten Kruispunt","Normaal","Droog","binnen bebouwde kom","Dag","Gewestweg","dodelijk gewonden","personenauto","Voetganger","Met een voetganger","Geen hindernis"
"38","2017","01","03",2017-01-01,2017-01-01 03:00:00,2024-01-02 03:00:00,"43014","Vlaams Gewest","Provincie Oost-Vlaanderen","Sint-Laureins",51.226828545,3.54352787100004,"Buiten Kruispunt","Regenval","Nat, plassen","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gemeenteweg","Met doden","personenauto","één bestuurder, geen hindernis","Eén bestuurder, geen hindernis (incl. val)","Geen hindernis"
"39","2017","01","18",2017-01-01,2017-01-01 18:00:00,2024-01-02 18:00:00,"43002","Vlaams Gewest","Provincie Oost-Vlaanderen","Assenede",NA,NA,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gemeenteweg","Met doden","personenauto","Fiets","Tussen 2 bestuurders: Langs achteren","Geen hindernis"
"40","2017","01","11",2017-01-01,2017-01-01 11:00:00,2024-01-02 11:00:00,"42028","Vlaams Gewest","Provincie Oost-Vlaanderen","Zele",51.0686511850001,4.02779718900007,"Buiten Kruispunt","Normaal","Droog+Proper","binnen bebouwde kom","Dag","Gemeenteweg","dodelijk gewonden","personenauto","Fiets","Tussen 2 bestuurders: Frontale botsing","Geen hindernis"
"41","2017","01","19",2017-01-01,2017-01-01 19:00:00,2024-01-02 19:00:00,"35013","Vlaams Gewest","Provincie West-Vlaanderen","Oostende",51.1970262780001,2.84759446100003,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Gracht"
"42","2017","01","15",2017-01-01,2017-01-01 15:00:00,2024-01-02 15:00:00,"37002","Vlaams Gewest","Provincie West-Vlaanderen","Dentergem",50.9232521710001,3.41915469900005,"Buiten Kruispunt","Normaal","Droog","binnen bebouwde kom","Dag","Gemeenteweg","dodelijk gewonden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Andere hindernis"
"43","2017","01","08",2017-01-01,2017-01-01 08:00:00,2024-01-02 08:00:00,"34013","Vlaams Gewest","Provincie West-Vlaanderen","Harelbeke",50.849737862,3.30170314700007,"Op Kruispunt","Normaal","Nat, plassen","binnen bebouwde kom","Dageraad - schemering","Gewestweg","dodelijk gewonden","personenauto","Voetganger","Met een voetganger","Geen hindernis"
"44","2017","01","08",2017-01-01,2017-01-01 08:00:00,2024-01-02 08:00:00,"11002","Vlaams Gewest","Provincie Antwerpen","Antwerpen",51.2634024750001,4.39791269500006,"Op Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Dageraad - schemering","Gemeenteweg","dodelijk gewonden","personenauto","Fiets","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis"
"45","2017","02","14",2017-02-01,2017-02-01 14:00:00,2024-01-02 14:00:00,"42023","Vlaams Gewest","Provincie Oost-Vlaanderen","Waasmunster",51.101027989,4.04453447500003,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Autosnelweg","Met doden","Vrachtwagen","Vrachtwagen","Tussen 2 bestuurders: Langs achteren","Geen hindernis"
"46","2017","02","02",2017-02-01,2017-02-01 02:00:00,2024-01-02 02:00:00,"31005","Vlaams Gewest","Provincie West-Vlaanderen","Brugge",51.1698403840001,3.15801619100006,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Autosnelweg","Met doden","personenauto","personenauto","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis"
"47","2017","02","02",2017-02-01,2017-02-01 02:00:00,2024-01-02 02:00:00,"52021","Waals Gewest","Provincie Henegouwen","Fleurus",50.4561004180001,4.50152208800006,"Buiten Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Autosnelweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Boom"
"48","2017","02","19",2017-02-01,2017-02-01 19:00:00,2024-01-02 19:00:00,"52011","Waals Gewest","Provincie Henegouwen","Charleroi",50.4582572530001,4.42299466600002,"Buiten Kruispunt","Regenval","Nat, plassen","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Autosnelweg","Met doden","Voetganger","personenauto","Met een voetganger","Geen hindernis"
"49","2017","02","16",2017-02-01,2017-02-01 16:00:00,2024-01-02 16:00:00,"52021","Waals Gewest","Provincie Henegouwen","Fleurus",50.4711136160001,4.50169610600005,"Op Kruispunt","Regenval","Nat, plassen","buiten bebouwde kom","Dag","Autosnelweg","Met doden","personenauto","Autobus","Tussen 2 bestuurders: Frontale botsing","Geen hindernis"
"50","2017","02","08",2017-02-01,2017-02-01 08:00:00,2024-01-02 08:00:00,"92140","Waals Gewest","Provincie Namen","Jemeppe-sur-Sambre",50.4592401730001,4.66280349300007,"Op Kruispunt","Regenval","Proper","buiten bebouwde kom","Dag","Gewestweg","Met doden","Vrachtwagen","personenauto","Tussen 2 bestuurders: Frontale botsing","Geen hindernis"
"51","2017","02","15",2017-02-01,2017-02-01 15:00:00,2024-01-02 15:00:00,"62009","Waals Gewest","Provincie Luik","Aywaille",50.509112116,5.72815927100004,"Buiten Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Dag","Gemeenteweg","dodelijk gewonden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Boom"
"52","2017","02","06",2017-02-01,2017-02-01 06:00:00,2024-01-02 06:00:00,"63058","Waals Gewest","Provincie Luik","Pepinster",50.564718575,5.80364186800006,"Op Kruispunt","Normaal","Nat, plassen","binnen bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","Vrachtwagen","personenauto","Tss. 2 best.: langs opzij (voor-/achterkant-flank)","Geen hindernis"
"53","2017","02","07",2017-02-01,2017-02-01 07:00:00,2024-01-02 07:00:00,"63079","Waals Gewest","Provincie Luik","Verviers",50.5942679030001,5.86363870600007,"Buiten Kruispunt","Normaal","Droog","binnen bebouwde kom","Dageraad - schemering","Gemeenteweg","Met doden","personenauto","Voetganger","Met een voetganger","Geen hindernis"
"54","2017","02","19",2017-02-01,2017-02-01 19:00:00,2024-01-02 19:00:00,"63080","Waals Gewest","Provincie Luik","Weismes",50.453921402,6.12222175900007,"Buiten Kruispunt","Andere (dikke rook,...)","Ijzel, sneeuw","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Gewestweg","Met doden","personenauto","Vrachtwagen","Tussen 2 bestuurders: Frontale botsing","Geen hindernis"
"55","2017","02","23",2017-02-01,2017-02-01 23:00:00,2024-01-02 23:00:00,"63087","Waals Gewest","Provincie Luik","Burg-Reuland",50.236479623,6.08676861500004,"Buiten Kruispunt","Sneeuwval","Ijzel, sneeuw","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Gewestweg","Met doden","personenauto","personenauto","Tussen 2 bestuurders: Frontale botsing","Geen hindernis"
"56","2017","02","01",2017-02-01,2017-02-01 01:00:00,2024-01-02 01:00:00,"61031","Waals Gewest","Provincie Luik","Hoei",50.5345130850001,5.26068768600004,"Buiten Kruispunt","Regenval","Nat, plassen","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Andere paal"
"57","2017","02","15",2017-02-01,2017-02-01 15:00:00,2024-01-02 15:00:00,"85045","Waals Gewest","Provincie Luxemburg","Virton",49.5543392690001,5.53446784500005,"Op Kruispunt","Normaal","Proper","binnen bebouwde kom","Dag","Gewestweg","dodelijk gewonden","personenauto","Motorfiets","Tussen 2 bestuurders: Frontale botsing","Geen hindernis"
"58","2017","02","21",2017-02-01,2017-02-01 21:00:00,2024-01-02 21:00:00,"85045","Waals Gewest","Provincie Luxemburg","Virton",49.5832570420001,5.55589380500004,"Buiten Kruispunt","Regenval","Nat, plassen","buiten bebouwde kom","Nacht, geen openbare verlichting aanwezig","Gemeenteweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Andere hindernis"
"59","2017","02","14",2017-02-01,2017-02-01 14:00:00,2024-01-02 14:00:00,"92087","Waals Gewest","Provincie Namen","Mettet",50.359264361,4.62338393500005,"Buiten Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Dag","Gemeenteweg","Met doden","personenauto","personenauto","Tussen 2 bestuurders: Frontale botsing","Geen hindernis"
"60","2017","02","16",2017-02-01,2017-02-01 16:00:00,2024-01-02 16:00:00,"91142","Waals Gewest","Provincie Namen","Hastière",50.1882440570001,4.82391442900007,"Buiten Kruispunt","Normaal","Droog","buiten bebouwde kom","Dag","Gewestweg","Met doden","personenauto","Vrachtwagen","Tussen 2 bestuurders: Frontale botsing","Geen hindernis"
"61","2017","02","19",2017-02-01,2017-02-01 19:00:00,2024-01-02 19:00:00,"57081","Waals Gewest","Provincie Henegouwen","Doornik",50.594619761,3.51544664200003,"Buiten Kruispunt","Regenval","Nat, plassen","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","Bromfiets","personenauto","Tussen 2 bestuurders: Langs achteren","Geen hindernis"
"62","2017","02","20",2017-02-01,2017-02-01 20:00:00,2024-01-02 20:00:00,"52012","Waals Gewest","Provincie Henegouwen","Châtelet",50.4357194900001,4.50918148200003,"Buiten Kruispunt","Normaal","Droog+Proper","binnen bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","Voetganger","Met een voetganger","Geen hindernis"
"63","2017","02","01",2017-02-01,2017-02-01 01:00:00,2024-01-02 01:00:00,"56022","Waals Gewest","Provincie Henegouwen","Erquelinnes",50.305929156,4.14635826000006,"Buiten Kruispunt","Normaal","Nat, plassen","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis buiten rijbaan","Buiten de rijbaan: Muur gebouw"
"64","2017","02","08",2017-02-01,2017-02-01 08:00:00,2024-01-02 08:00:00,"56005","Waals Gewest","Provincie Henegouwen","Beaumont",50.2578088330001,4.27020048800006,"Buiten Kruispunt","Normaal","Droog+Proper","buiten bebouwde kom","Dageraad - schemering","Gewestweg","Met doden","Vrachtwagen","personenauto","Tussen 2 bestuurders: Frontale botsing","Geen hindernis"
"65","2017","02","20",2017-02-01,2017-02-01 20:00:00,2024-01-02 20:00:00,"21004","Brussels Hoofdstedelijk Gewest",NA,"Brussel",50.8906710420001,4.38303287900004,"Op Kruispunt","Normaal","Droog+Proper","binnen bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gemeenteweg","dodelijk gewonden","personenauto","een weggebruiker tegen een hindernis","Weggebruiker tegen hindernis op de rijbaan","Buiten de rijbaan: Verkeerseiland, middenberm"
"66","2017","02","01",2017-02-01,2017-02-01 01:00:00,2024-01-02 01:00:00,"21004","Brussels Hoofdstedelijk Gewest",NA,"Brussel",50.9014151800001,4.40815811400006,"Buiten Kruispunt","Regenval","Nat, plassen","buiten bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gewestweg","Met doden","personenauto","één bestuurder, geen hindernis","Eén bestuurder, geen hindernis (incl. val)","Geen hindernis"
"67","2017","02","05",2017-02-01,2017-02-01 05:00:00,2024-01-02 05:00:00,"11002","Vlaams Gewest","Provincie Antwerpen","Antwerpen",NA,NA,"Buiten Kruispunt","Normaal","Droog","binnen bebouwde kom","Nacht, openbare verlichting aanwezig en ontstoken","Gemeenteweg","Met doden","personenauto","Vrachtwagen","Tussen 2 bestuurders: Frontale botsing","Geen hindernis"
"68","2017","02","17",2017-02-01,2017-02-01 17:00:00,2024-01-02 17:00:00,"11022","Vlaams Gewest","Provincie Antwerpen","Kalmthout",51.3937092800001,4.47271834300005,"Op Kruispunt","Normaal","Droog","binnen bebouwde kom","Dag","Gewestweg","Met doden","Vrachtwagen","Voetganger","Met een voetganger","Geen hindernis"
